listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
4 Bedroom Semi Detached Duplex,5500000,4,4,5,Chevron Estate Lekki Chevron,Lekki,Lagos,old,08185551251,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-estate-lekki-chevron-lekki-lagos-9GMSK,03 May 2022
4 Bedroom Semi Detached Duplex,5500000,4,4,5,"Chevron , Lagos Chevron",Lekki,Lagos,old,07088623980,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lagos-chevron-lekki-lagos-8GLSG,25 Apr 2022
3 Bedroom Flat,850000,4,3,4,Felele Challenge,Ibadan,Oyo,old,09023730900,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-felele-challenge-ibadan-oyo-3GNYF,12 May 2022
Spacious 3 Bedroom Flat,650000,4,3,4,Kuola Close To The Express Oluyole Estate,Ibadan,Oyo,old,09023730900,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-kuola-close-to-the-express-oluyole-estate-ibadan-oyo-2GQRT,23 May 2022
Self Serviced 4bedroom Detached Duplex,15000000,5,4,5,Estate Parkview Estate,Ikoyi,Lagos,old,08027725974,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-estate-parkview-estate-ikoyi-lagos-1GKVS,18 Apr 2022
4 Bedroom Semi Detached Duplex,6000000,5,4,5,Estate Lekki Phase 1,Lekki,Lagos,old,08027725974,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-estate-lekki-phase-1-lekki-lagos-8GRSK,30 May 2022
4 Bedroom Duplex,2500000,5,4,5,Emerald Estate. Exxonmobil Estate Ilaje Ajah Lekki Scheme 2,Ajah,Lagos,old,08185551251,2,https://www.propertypro.ng/property/4-bedroom-house-for-rent-emerald-estate-exxonmobil-estate-ilaje-ajah-lekki-scheme-2-ajah-lagos-2GMXT,04 May 2022
4 Bedroom Semi Detached Duplex,30000000,4,4,5,Banana Island,Ikoyi,Lagos,old,07088623980,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-1GQSD,23 May 2022
Furnished 4 Bedroom Semi Detached Duplex,9000000,4,4,5,Osapa London Lekki Estate Osapa London,Lekki,Lagos,old,07088623980,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-estate-osapa-london-lekki-lagos-1GPAJ,12 May 2022
2 Bedroom Apartment,1000000,2,2,3,Therra Annex Estate Sangotedo,Ajah,Lagos,old,08185551251,2,https://www.propertypro.ng/property/2-bedroom-house-for-rent-therra-annex-estate-sangotedo-ajah-lagos-6GUCR,14 Jun 2022
4 Bedroom Semi Detached Duplex,6000000,4,4,5,Chevron Lekki Lagos State Chevron,Lekki,Lagos,old,07088623980,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-state-chevron-lekki-lagos-8GQFG,20 May 2022
6 Bedroom Duplex,6000000,6,6,6,Estate Magodo Gra Phase 1,Ojodu,Lagos,old,08027725974,5,https://www.propertypro.ng/property/6-bedroom-house-for-rent-estate-magodo-gra-phase-1-ojodu-lagos-7GRRF,30 May 2022
8 Bedroom Detached Duplex,20000000,9,8,9,Asokoro,Asokoro,Abuja,old,08111113467,9,https://www.propertypro.ng/property/8-bedroom-house-for-rent-asokoro-asokoro-abuja-0GLQY,24 Apr 2022
4 Bedroom Terrace Duplex,3500000,5,4,5,unstated,Gwarinpa,Abuja,Newly Built,08111113467,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-gwarinpa-abuja-7GRMT,28 May 2022
3 Bedroom Terrace Duplex,4500000,4,3,4,Estate Mende,Maryland,Lagos,Newly Built,08027725974,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-estate-mende-maryland-lagos-6GQMX,23 May 2022
Well Finished 4bedroom Terrace Duplex,5500000,4,4,5,Chevron,Lekki,Lagos,Newly Built,08100073388,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-6GSNJ,04 Jun 2022
4 Bedroom Semi Detached Duplex,4000000,4,4,5,Ikota Lekki Estate Lagos Ikota,Lekki,Lagos,Newly Built,07088623980,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-estate-lagos-ikota-lekki-lagos-7GPUZ,18 May 2022
4bedroom Terrace Duplex,6500000,5,4,5,Street Lekki Phase 1,Lekki,Lagos,Newly Built,08027725974,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-street-lekki-phase-1-lekki-lagos-7GRCV,26 May 2022
Lovely 5 Bedroom Detached Duplex,9000000,6,5,6,Efab Metropolis,Gwarinpa,Abuja,Newly Built,08033229835,7,https://www.propertypro.ng/property/5-bedroom-house-for-rent-efab-metropolis-gwarinpa-abuja-4GPBA,12 May 2022
2 Bedroom Apartment,2000000,2,2,3,"Off Abraham Adesanya Estate, Lekki Scheme 2",Ajah,Lagos,Newly Built,08185551251,8,https://www.propertypro.ng/property/2-bedroom-house-for-rent-off-abraham-adesanya-estate-lekki-scheme-2-ajah-lagos-5GKRL,16 Apr 2022
3 Bedroom Flat,800000,4,3,4,Bashorun Housing Estate Akobo,Ibadan,Oyo,Newly Built,09023730900,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-bashorun-housing-estate-akobo-ibadan-oyo-7GTCY,08 Jun 2022
Luxury 5bedroom Duplex,3500000, , , ,"Aviation Estate Airport Rd,",Isolo,Lagos,Newly Built,08186969203,16,https://www.propertypro.ng/property/house-for-rent-aviation-estate-airport-rd-isolo-lagos-5GKKU,14 Apr 2022
5 Bedroom Semi Detached House,7500000,5,5,6,Lekki Phase 1 Lekki Phase 1,Lekki,Lagos,Serviced,08117340933,12,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-3GUGJ,15 Jun 2022
3 Bedroom Duplex,5000000,3,3,4,Lekki Phase 1,Lekki,Lagos,Serviced,08038123030,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8GRRH,30 May 2022
6 Units Of Brand New 3 Bedroom Flats,15000000,3,3,4,Banana Island,Ikoyi,Lagos,Serviced,08117340933,16,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-ikoyi-lagos-1GUGH,15 Jun 2022
4 Bedroom Duplex,4500000,4,4,4,Mobile Road Emerald Estate Ilaje,Ajah,Lagos,Serviced,08185551251,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-mobile-road-emerald-estate-ilaje-ajah-lagos-9GJZM,11 Apr 2022
3 Bedroom Luxury Terrace Duplex,3500000,3,3,4,Gra Villa Estate Ikota,Lekki,Lagos,Furnished,08038479985,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-gra-villa-estate-ikota-lekki-lagos-9GQKX,22 May 2022
Executive 5 Bedroom Semi Detached House (self Compound) With 2 Rooms Bq,4500000,5,5,6,By Emmanuel Keshi Street Magodo Gra Phase 2 Kosofe,Kosofe/Ikosi,Lagos,Furnished,08033946356,7,https://www.propertypro.ng/property/5-bedroom-house-for-rent-by-emmanuel-keshi-street-magodo-gra-phase-2-kosofe-ikosi-lagos-8GRMZ,28 May 2022
5 Bedroom Semi Detached Duplex,4500000,5,5,6,"Lekki Scheme2, Abraham Adesanya Bustop Ajah Lagos Lekki Scheme 2",Ajah,Lagos,old,09079005774,18,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-scheme2-abraham-adesanya-bustop-ajah-lagos-lekki-scheme-2-ajah-lagos-9GSPR,05 Jun 2022
Fully Furnished 4bedroom Duplex,13000000,4,4,5,Opebi,Ikeja,Lagos,old,09071767938,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-opebi-ikeja-lagos-5GLQC,24 Apr 2022
3 Bedroom Massionette,3500000,3,3,4,Osapa London,Lekki,Lagos,old,09064090448,13,https://www.propertypro.ng/property/3-bedroom-house-for-rent-osapa-london-lekki-lagos-0GRAH,25 May 2022
4bedroom Semi Detached Duplex,2500000,4,4,4,Off Montgomery Road Sabo Yaba Sabo,Yaba,Lagos,old,09071767938,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-montgomery-road-sabo-yaba-sabo-yaba-lagos-5GMHB,29 Apr 2022
5 Bedroom Semi Detached House,7000000,6,5,5,Lekki Phase 1,Lekki,Lagos,FurnishedNewly Built,08117340933,13,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-7GPMT,16 May 2022
5 Bedroom Duplex,8000000,5,5,6,Megamoud Estate By Lekki County Estate Ikota,Lekki,Lagos,FurnishedNewly Built,08164968133,17,https://www.propertypro.ng/property/5-bedroom-house-for-rent-megamoud-estate-by-lekki-county-estate-ikota-lekki-lagos-2GNTG,11 May 2022
Tastefully 4 Bedroom Duplex,6500000,4,4,5,Mini Estate Off Shoprite Road Osapa London,Lekki,Lagos,FurnishedNewly Built,08164968133,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-mini-estate-off-shoprite-road-osapa-london-lekki-lagos-2GSMT,04 Jun 2022
4 Bedroom Semi Detached Duplex,5000000,5,4,6,"Westend Estate, Lekki County Homes, Ikota Lagos Ikota",Lekki,Lagos,FurnishedNewly Built,09079005774,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-westend-estate-lekki-county-homes-ikota-lagos-ikota-lekki-lagos-6GSTY,06 Jun 2022
4 Bedroom Terrace Duplex,5000000,4,4,5,Osapa London,Lekki,Lagos,old,07065203121,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-2GSKG,03 Jun 2022
Luxury 5bedroom Fully Detached Duplex,13000000,6,5,6,Chevron Drive,Lekki,Lagos,Furnished,08105605371,11,https://www.propertypro.ng/property/5-bedroom-house-for-rent-chevron-drive-lekki-lagos-6GQPX,23 May 2022
2 Bedroom Flat,2500000,2,2,2,Osapa London,Lekki,Lagos,old,09085096183,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-osapa-london-lekki-lagos-8GQZY,25 May 2022
Newly Built 4 Bedroom Terrace Duplex,5500000,4,4,4,23 Bamidele Street Osapa London,Lekki,Lagos,old,09085096183,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-23-bamidele-street-osapa-london-lekki-lagos-8GQRU,23 May 2022
2 Bedeoom Flat,650000,2,2,2,Alapere Alapere Kosofe,Kosofe/Ikosi,Lagos,old,09099980793,3,https://www.propertypro.ng/property/2-bedroom-house-for-rent-alapere-alapere-kosofe-ikosi-lagos-1GSPD,05 Jun 2022
4 Bedroom Terrace Duplex,2500000,4,4,5,Lekki Gardens Estate,Ajah,Lagos,old,08024025048,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-gardens-estate-ajah-lagos-8GSAY,01 Jun 2022
4 Bedroom Terrace Duplex,12000000,4,4,5,Oniru Victoria,Island,Lagos,old,09067320607,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oniru-victoria-island-lagos-4GSTF,06 Jun 2022
4 Bedroom Flat,12000000,5,5,5,unstated,Ikoyi,Lagos,old,09067320607,21,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikoyi-lagos-9GFGD,15 Mar 2022
Newly Built 4 Bedroom Terrace Duplex,5500000,4,4,5,Ikate,Lekki,Lagos,old,09067320607,25,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-7GPLZ,15 May 2022
Beautiful 4 Bedroom Terrace Duplex + Bq With 247 Electricity,6000000,4,4,5,Ikate,Lekki,Lagos,old,09067320607,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-8GPGC,13 May 2022
5 Bedroom Semi Detached House,12000000,5,5,6,Nicon Town Estate Ikate,Lekki,Lagos,old,08024025048,20,https://www.propertypro.ng/property/5-bedroom-house-for-rent-nicon-town-estate-ikate-lekki-lagos-8GRPX,29 May 2022
Brand New 4 Bedroom Semi Detached Duplex,6000000,4,4,5,Ologolo,Lekki,Lagos,old,08024025048,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ologolo-lekki-lagos-2GMLB,30 Apr 2022
Fully Detached 5 Bedroom Duplex,8000000,5,5,6,Ikate,Lekki,Lagos,old,09067320607,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-lagos-2GRKZ,27 May 2022
5 Bedroom Fully Detached Duplex,4000000,5,5,6,Cooplag Estate Orchid Chevron,Lekki,Lagos,old,08024025048,22,https://www.propertypro.ng/property/5-bedroom-house-for-rent-cooplag-estate-orchid-chevron-lekki-lagos-7GQGU,20 May 2022
Brand New 4 Bedroom Fully Detached Duplex,6000000,4,4,4,Agungi,Lekki,Lagos,old,08024025048,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-agungi-lekki-lagos-5GSPV,05 Jun 2022
Brand New 4 Bedroom Terrace Duplex,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08024025048,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-7GPKQ,15 May 2022
4 Bedroom Detached House,7000000,5,5,5,Salem Ikate,Lekki,Lagos,old,09067320607,17,https://www.propertypro.ng/property/5-bedroom-house-for-rent-salem-ikate-lekki-lagos-2GLVA,25 Apr 2022
Standard Studio Apartment,1000000, , , ,Idado/agungi Estate Idado,Lekki,Lagos,old,08061641323,5,https://www.propertypro.ng/property/house-for-rent-idado-agungi-estate-idado-lekki-lagos-3GRJZ,27 May 2022
Newly Built 3 Bedroom Flat,300000,3,3,3,Unity Estate Olohunda Akobo Akobo,Ibadan,Oyo,old,09056267480,15,https://www.propertypro.ng/property/3-bedroom-house-for-rent-unity-estate-olohunda-akobo-akobo-ibadan-oyo-1GMHN,29 Apr 2022
Nicely Built 4 Bedroom Duplex,4500000,4,4,5,Phase 1,Gbagada,Lagos,old,08099275848,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-phase-1-gbagada-lagos-8GPTU,17 May 2022
Executive 4 Bedroom Terrace Duplex,5000000,4,4,5,Olaleye Estate Iponri,Surulere,Lagos,old,08099275848,34,https://www.propertypro.ng/property/4-bedroom-house-for-rent-olaleye-estate-iponri-surulere-lagos-4GNUS,11 May 2022
Brand New 3 Bedroom Terrace Duplex,4000000,3,3,4,Oregun,Ikeja,Lagos,old,08099275848,12,https://www.propertypro.ng/property/3-bedroom-house-for-rent-oregun-ikeja-lagos-5GRNQ,28 May 2022
5 Bedroom Duplex,4500000,5,5,6,Magodo Gra Phase 2 Kosofe,Kosofe/Ikosi,Lagos,old,08126759308,10,https://www.propertypro.ng/property/5-bedroom-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-3GQYD,25 May 2022
2 Bedroom Flat,550000,3,2,3,Alogba Estate Scheme 1 Ogolonto Bus Stop Ikorodu Ibeshe,Ikorodu,Lagos,old,08038389084,16,https://www.propertypro.ng/property/2-bedroom-house-for-rent-alogba-estate-scheme-1-ogolonto-bus-stop-ikorodu-ibeshe-ikorodu-lagos-8GMMU,01 May 2022
A Tastefully Finished 5bedroom Fully Detached Duplex With 2room Bq,12000000,5,5,6,Jabi District,Jabi,Abuja,old,08106600637,3,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-jabi-district-jabi-abuja-8EMYX,07 Apr 2021
A Tastefully Finished 5bedroom Fully Detached Duplex With 2room Bq,12000000,5,5,6,Jabi District,Jabi,Abuja,old,08106600637,3,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-jabi-district-jabi-abuja-7EMYX,07 Apr 2021
A Tastefully Finished 5bedroom Fully Detached Duplex With 2room Bq,12000000,5,5,6,Jabi District,Jabi,Abuja,old,08106600637,3,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-jabi-district-jabi-abuja-6EMYX,07 Apr 2021
A Tastefully Finished 5bedroom Fully Detached Duplex With 2room Bq,12000000,5,5,6,Jabi District,Jabi,Abuja,old,08106600637,3,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-jabi-district-jabi-abuja-5EMYX,07 Apr 2021
A Tastefully Finished 5bedroom Fully Detached Duplex With 2room Bq,12000000,5,5,6,Jabi District,Jabi,Abuja,old,08106600637,3,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-jabi-district-jabi-abuja-4EMYX,07 Apr 2021
Brand New 4bedroom Terrace Duplex,3000000,4,4,5,2nd Toll Gate,Lekki,Lagos,old,08035881085,3,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-2nd-toll-gate-lekki-lagos-4DSGL,10 Aug 2020
11 Units Of 4 Bedroom Terrace Duplex With A Room Bq,8500000, , , ,Ikeja Gra,Ikeja,Lagos,old,08028761350,9,https://www.propertypro.ng/property/house-for-rent-ikeja-gra-ikeja-lagos-3FQAA,02 Nov 2021
Finished 4 Bedroom Detached Bungalow,1600000,4,4,5,Harruk Road Port,Harcourt,Rivers,old,08177766115,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-harruk-road-port-harcourt-rivers-3GLTU,25 Apr 2022
Tastefully Finish 6 Units Of 3 Bedroom Flat With A Room Bq,3500000, , , ,Maryland,Maryland,Lagos,old,08028761350,6,https://www.propertypro.ng/property/house-for-rent-maryland-maryland-lagos-0FWTB,10 Jan 2022
Executive 3 Bedroom Terrace House,12000000,3,3,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,3,https://www.propertypro.ng/property/3-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-7EKVT,21 Jun 2022
Serviced 5 Bedroom Detached House,20000000,5,5,6,Old Ikoyi,Ikoyi,Lagos,old,08124269637,4,https://www.propertypro.ng/property/5-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-9ENGK,21 Jun 2022
3 Bedroom Semi Detached Duplex,12000000,3,3,4,Banana Island Estate Banana Island,Ikoyi,Lagos,old,08124269637,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-4EPJE,21 Jun 2022
Newly Built 4 Numbers Of 4 Bedroom Terrace Duplex,100000000,4,4,4,unstated,Ikoyi,Lagos,old,08124269637,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikoyi-lagos-9EMXC,21 Jun 2022
3 Bedroom Townhouse,8000000,3,3,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,4,https://www.propertypro.ng/property/3-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-2EUXF,21 Jun 2022
Newly Built 4 Numbers Of 3 Bedroom Flats,850000,3,3,3,Lion Of Judah Area Egbeda,Alimosho,Lagos,old,08180249383,21,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lion-of-judah-area-egbeda-alimosho-lagos-0GRDQ,26 May 2022
4 Bedroom Semi Detached House,15000000,4,4,5,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,2,https://www.propertypro.ng/property/4-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-3EYAB,21 Jun 2022
5 Bedroom Terrace House,15000000,5,5,6,Banana Island Estate Banana Island,Ikoyi,Lagos,old,08124269637,1,https://www.propertypro.ng/property/5-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-9FTHT,20 Jun 2022
5 Bedroom Terrace House,10000000,5,5,6,Banana Island,Ikoyi,Lagos,old,08124269637,15,https://www.propertypro.ng/property/5-bedroom-house-for-rent-banana-island-ikoyi-lagos-6EVFR,21 Jun 2022
Luxury 3 Bedroom Flat,2500000,3,3,4,"Bera Estate , Chevron",Lekki,Lagos,old,08168064058,12,https://www.propertypro.ng/property/3-bedroom-house-for-rent-bera-estate-chevron-lekki-lagos-3GSMN,04 Jun 2022
4bedroom Terrace Duplex,4000000,4,4,5,Ologolo,Lekki,Lagos,old,09074162101,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ologolo-lekki-lagos-5GVLM,22 Jun 2022
A Lovely 5 Bedroom Fully Detached Duplex With A Bq And A Study At Lekki Phase 1,8000000, , , ,Off Emma Abimbola Cole Street Lekki Phase 1,Lekki,Lagos,old,09061623299,10,https://www.propertypro.ng/property/house-for-rent-off-emma-abimbola-cole-street-lekki-phase-1-lekki-lagos-7FPRW,30 Oct 2021
6 Bedroom Semi Detached Duplex,25000000,6,6,7,unstated,Ikoyi,Lagos,FurnishedNewly Built,08139265236,24,https://www.propertypro.ng/property/6-bedroom-house-for-rent-ikoyi-lagos-9GUCK,14 Jun 2022
Luxury 6numbers Of 3bedroom Flats+ 6numbers Of 2bedroom Flats For Rent!!!,2800000, , , ,Anthony Village,Maryland,Lagos,Newly Built,08167742895,1,https://www.propertypro.ng/property/house-for-rent-anthony-village-maryland-lagos-4FXWA,19 Jan 2022
An Executive 4 Bedroom Duplex All Rooms Ensuite At Dolphin Estate Ikoyi,5000000, , , ,Dolphin Estate,Ikoyi,Lagos,Newly Built,09061623299,1,https://www.propertypro.ng/property/house-for-rent-dolphin-estate-ikoyi-lagos-1FPSA,30 Oct 2021
Executive 4bedroom Terrace Duplex + A Room Bq..,5000000,4,4,4,Olaleye New Town Estate Iponri,Surulere,Lagos,Newly Built,08167742895,27,https://www.propertypro.ng/property/4-bedroom-house-for-rent-olaleye-new-town-estate-iponri-surulere-lagos-1GNVF,11 May 2022
4bedroom Terrace Duplex,16000000,4,4,5,unstated,Ikoyi,Lagos,Newly Built,07051883525,16,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikoyi-lagos-2GNWA,11 May 2022
4 Bedroom Semi Detached Duplex,6500000,4,4,5,Osapa London,Lekki,Lagos,Newly Built,07051883525,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-5GVAS,20 Jun 2022
Spacious 2 Bedroom Flat,7000000,2,2,3,Ligali Ayorinde Victoria,Island,Lagos,old,08143129775,1,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ligali-ayorinde-victoria-island-lagos-5GVJN,22 Jun 2022
3 Bedroom Flat,2800000,3,3,4,Magodo Gra Phase 2 Kosofe,Kosofe/Ikosi,Lagos,old,07033245877,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-6GVHH,22 Jun 2022
Standard 2 Bedroom Apartment,1500000,3,2,3,Airport Road,Lugbe,Abuja,old,08061987440,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-airport-road-lugbe-abuja-3GVHH,22 Jun 2022
3 Bedroom Flat,6500000,3,3,3,Oniru Victoria,Island,Lagos,old,08024950713,13,https://www.propertypro.ng/property/3-bedroom-house-for-rent-oniru-victoria-island-lagos-4GVHH,22 Jun 2022
2 Bedroom Apartment,300000,2,2,2,"Behind Iita, Akingbile, Oojo",Ibadan,Oyo,old,07067980197,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-behind-iita-akingbile-oojo-ibadan-oyo-8GVHG,22 Jun 2022
3 Bedroom Semi Detached Duplex,4000000,3,3,4,"Millennium Estate, Gbagada, Lagos. Millenuim Ups",Gbagada,Lagos,old,08038592381,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-millennium-estate-gbagada-lagos-millenuim-ups-gbagada-lagos-4GVFL,21 Jun 2022
Newly Built 3 Bedroom Bungalow,1500000,4,3,4,unstated,Lugbe,Abuja,old,08061987440,1,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lugbe-abuja-1GVDG,21 Jun 2022
4 Bedroom Semi Detached Duplex,4500000,4,4,5,"Lekki Conservation By Chevron, Lekki Lagos Chevron",Lekki,Lagos,old,07088623980,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-conservation-by-chevron-lekki-lagos-chevron-lekki-lagos-0GVDA,21 Jun 2022
Brand New Self Contain,350000,1,1,1,unstated,Lugbe,Abuja,old,08061987440,3,https://www.propertypro.ng/property/1-bedroom-house-for-rent-lugbe-abuja-4GUWV,20 Jun 2022
4 Bedroom Duplex,6000000,5,4,5,Ikate,Lekki,Lagos,Newly Built,07069265294,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-0GUWC,20 Jun 2022
Newly Built 4 Bedroom Terraced Duplex,4000000,4,4,5,Orchid Road Ikota,Lekki,Lagos,Newly Built,07052101048,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-road-ikota-lekki-lagos-7GMVG,04 May 2022
4 Bedroom Semi Detached Duplex,3500000,4,4,5,Coker Road,Ilupeju,Lagos,Newly Built,08148495671,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-coker-road-ilupeju-lagos-0GNFL,06 May 2022
Brand New Ensuite Two Bedroom,1500000,2,2,3,Olowora Isheri North,Ojodu,Lagos,Newly Built,08148495671,6,https://www.propertypro.ng/property/2-bedroom-house-for-rent-olowora-isheri-north-ojodu-lagos-6GKKA,13 Apr 2022
4 Bedrooms Penthouse,15000000,4,4,5,Bourdillon,Ikoyi,Lagos,Newly Built,07052101048,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-bourdillon-ikoyi-lagos-2GPKW,15 May 2022
Newly Built 4bedroom Detached Duplex,4000000,5,4,6,Abraham Adesanya Estate,Ajah,Lagos,Newly Built,09090407416,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-abraham-adesanya-estate-ajah-lagos-2GNGP,07 May 2022
Luxury 4 Bedroom Apartment,5000000,4,4,5,Right Side Lekki Phase 1,Lekki,Lagos,Newly Built,08164687732,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-right-side-lekki-phase-1-lekki-lagos-0GMMR,01 May 2022
Tastefully Finished 4 Bedroom Terraced Duplex With Bq,6500000,5,4,5,unstated,Guzape,Abuja,old,09096807820,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-guzape-abuja-9GFWV,18 Mar 2022
4 Bedroom Semi Detached Duplex,5500000,4,4,5,Osapa London,Lekki,Lagos,old,09019001143,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-6GRVR,31 May 2022
4 Bedroom Semi Detached Duplex,6000000,4,4,5,Chisco Ikate,Lekki,Lagos,old,09019001143,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chisco-ikate-lekki-lagos-5GTYZ,14 Jun 2022
Clean 2 Bedroom Flat,4000000,2,2,3,Lekki Phase 1,Lekki,Lagos,old,08143129775,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9GTHU,09 Jun 2022
4 Bedroom Duplex,2000000,4,4,5,Ikolaba Estate Agodi,Ibadan,Oyo,old,08057022131,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikolaba-estate-agodi-ibadan-oyo-4GUDX,15 Jun 2022
4 Bedroom Semi Detached Duplex,7000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08037939912,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-0GSED,02 Jun 2022
Newly Built 2 Bedroom Flat,2800000,2,2,3,Oral Estate,Lekki,Lagos,old,08143129775,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-oral-estate-lekki-lagos-2GUGL,15 Jun 2022
4 Bedroom Semi Detached Duplex,2500000,4,4,5,Olukole Street Off Ogunlana Drive Ojuelegba,Surulere,Lagos,old,08034050731,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-olukole-street-off-ogunlana-drive-ojuelegba-surulere-lagos-4GUKU,16 Jun 2022
2 Bedroom Flat,500000,2,2,2,Lugbe Axis Abuja,Lugbe,Abuja,old,08061987440,2,https://www.propertypro.ng/property/2-bedroom-house-for-rent-lugbe-axis-abuja-lugbe-abuja-0GSES,02 Jun 2022
